,year_month,date,datetime,payment,total,tip,meal_name,type
252,2024-04,2024-04-08,2024-04-08 12:54:25.897,cash,25.52,0.2,Tuna Steak,Fish Dish
253,2024-04,2024-04-08,2024-04-08 15:43:36.881,cash,36.45,4.94,Roast Chicken,Meat Dish
254,2024-04,2024-04-08,2024-04-08 16:41:37.806,card,40.06,3.26,Grilled Steak,Meat Dish
255,2024-04,2024-04-08,2024-04-08 18:18:09.713,card,29.57,2.06,Grilled Salmon,Fish Dish
256,2024-04,2024-04-08,2024-04-08 19:22:27.477,card,35.69,4.33,Roast Chicken,Meat Dish
257,2024-04,2024-04-08,2024-04-08 19:23:59.268,card,39.5,5.13,Pork Chops,Meat Dish
258,2024-04,2024-04-09,2024-04-09 10:22:27.359,cash,42.71,6.51,Pork Chops,Meat Dish
259,2024-04,2024-04-09,2024-04-09 10:24:10.103,cash,30.61,4.01,Grilled Salmon,Fish Dish
260,2024-04,2024-04-09,2024-04-09 11:42:28.468,card,40.45,4.49,Grilled Steak,Meat Dish
261,2024-04,2024-04-09,2024-04-09 15:11:48.720,card,40.71,5.27,Vegetable Lasagna,Vegetarian Dish
262,2024-04,2024-04-09,2024-04-09 17:25:23.936,card,40.84,0.5,Vegetable Lasagna,Vegetarian Dish
263,2024-04,2024-04-10,2024-04-10 10:21:26.175,cash,26.31,4.59,Tuna Steak,Fish Dish
264,2024-04,2024-04-10,2024-04-10 17:55:07.018,cash,40.66,2.18,Vegetable Lasagna,Vegetarian Dish
265,2024-04,2024-04-10,2024-04-10 17:55:31.244,card,24.21,2.16,Tuna Steak,Fish Dish
266,2024-04,2024-04-10,2024-04-10 18:24:59.290,card,39.47,1.07,Pork Chops,Meat Dish
267,2024-04,2024-04-10,2024-04-10 20:04:05.386,card,40.46,1.91,Grilled Steak,Meat Dish
268,2024-04,2024-04-11,2024-04-11 10:41:23.155,card,28.95,1.07,Grilled Salmon,Fish Dish
269,2024-04,2024-04-11,2024-04-11 10:42:59.365,card,29.89,1.27,Grilled Salmon,Fish Dish
270,2024-04,2024-04-11,2024-04-11 16:35:23.069,card,39.51,2.64,Grilled Steak,Meat Dish
271,2024-04,2024-04-11,2024-04-11 19:16:56.588,card,38.96,6.22,Pork Chops,Meat Dish
272,2024-04,2024-04-11,2024-04-11 19:18:36.619,card,34.68,6.16,Roast Chicken,Meat Dish
273,2024-04,2024-04-12,2024-04-12 19:03:43.403,card,39.06,7.39,Vegetable Lasagna,Vegetarian Dish
274,2024-04,2024-04-12,2024-04-12 19:38:23.189,card,30.15,1.35,Beef Stir-Fry,Meat Dish
275,2024-04,2024-04-13,2024-04-13 12:29:19.823,card,39.29,2.55,Grilled Steak,Meat Dish
276,2024-04,2024-04-13,2024-04-13 12:43:02.389,card,30.1,4.74,Grilled Salmon,Fish Dish
277,2024-04,2024-04-13,2024-04-13 15:06:52.292,cash,40.25,6.83,Vegetable Lasagna,Vegetarian Dish
278,2024-04,2024-04-13,2024-04-13 15:07:55.966,cash,40.63,8.21,Vegetable Lasagna,Vegetarian Dish
279,2024-04,2024-04-13,2024-04-13 16:18:03.938,card,40.5,4.43,Pork Chops,Meat Dish
280,2024-04,2024-04-13,2024-04-13 16:19:39.799,card,41.59,6.3,Grilled Steak,Meat Dish
281,2024-04,2024-04-13,2024-04-13 17:51:26.026,card,39.43,6.5,Pork Chops,Meat Dish
282,2024-04,2024-04-13,2024-04-13 17:53:19.237,card,41.03,5.46,Pork Chops,Meat Dish
283,2024-04,2024-04-14,2024-04-14 10:55:27.406,cash,41.24,2.98,Grilled Steak,Meat Dish
284,2024-04,2024-04-14,2024-04-14 12:24:39.028,card,41.01,6.19,Pork Chops,Meat Dish
285,2024-04,2024-04-14,2024-04-14 12:27:08.951,cash,31.41,1.35,Beef Stir-Fry,Meat Dish
286,2024-04,2024-04-14,2024-04-14 12:29:06.877,cash,32.03,1.86,Beef Stir-Fry,Meat Dish
287,2024-04,2024-04-14,2024-04-14 12:31:36.036,cash,35.82,2.65,Roast Chicken,Meat Dish
288,2024-04,2024-04-14,2024-04-14 13:21:49.808,card,30.29,4.22,Beef Stir-Fry,Meat Dish
289,2024-04,2024-04-14,2024-04-14 14:23:31.631,card,29.04,2.24,Grilled Salmon,Fish Dish
290,2024-04,2024-04-14,2024-04-14 14:24:26.930,card,29.75,3.97,Grilled Salmon,Fish Dish
291,2024-04,2024-04-14,2024-04-14 14:25:18.122,card,30.23,3.68,Grilled Salmon,Fish Dish
292,2024-04,2024-04-14,2024-04-14 15:46:27.733,card,39.21,7.63,Pork Chops,Meat Dish
293,2024-04,2024-04-14,2024-04-14 16:59:54.823,card,29.64,3.65,Beef Stir-Fry,Meat Dish
294,2024-04,2024-04-14,2024-04-14 17:00:45.387,card,38.86,3.46,Grilled Steak,Meat Dish
295,2024-04,2024-04-14,2024-04-14 18:38:19.649,card,38.96,5.64,Pork Chops,Meat Dish
296,2024-04,2024-04-15,2024-04-15 11:45:24.619,card,30.46,3.1,Grilled Salmon,Fish Dish
297,2024-04,2024-04-15,2024-04-15 17:01:46.359,card,31.04,4.28,Grilled Salmon,Fish Dish
298,2024-04,2024-04-15,2024-04-15 17:02:49.748,card,35.4,4.38,Roast Chicken,Meat Dish
299,2024-04,2024-04-15,2024-04-15 19:33:03.036,card,34.32,1.65,Roast Chicken,Meat Dish
300,2024-04,2024-04-15,2024-04-15 19:41:58.112,cash,26.18,2.44,Tuna Steak,Fish Dish
301,2024-04,2024-04-16,2024-04-16 10:43:49.907,cash,38.83,4.71,Roast Chicken,Meat Dish
302,2024-04,2024-04-16,2024-04-16 10:46:25.706,card,34.55,3.49,Roast Chicken,Meat Dish
303,2024-04,2024-04-16,2024-04-16 12:40:47.675,card,39.92,5.07,Quinoa Salad,Vegetarian Dish
304,2024-04,2024-04-16,2024-04-16 12:52:07.750,card,30.35,1.73,Beef Stir-Fry,Meat Dish
305,2024-04,2024-04-16,2024-04-16 15:03:16.889,card,29.62,2.78,Grilled Salmon,Fish Dish
306,2024-04,2024-04-16,2024-04-16 17:42:04.208,card,34.32,4.98,Roast Chicken,Meat Dish
307,2024-04,2024-04-16,2024-04-16 17:43:22.960,card,39.26,3.51,Pork Chops,Meat Dish
308,2024-04,2024-04-16,2024-04-16 18:09:05.273,card,39.36,4.31,Quinoa Salad,Vegetarian Dish
309,2024-04,2024-04-17,2024-04-17 13:32:59.792,card,29.09,3.06,Grilled Salmon,Fish Dish
310,2024-04,2024-04-17,2024-04-17 13:44:00.181,card,24.39,2.14,Tuna Steak,Fish Dish
311,2024-04,2024-04-17,2024-04-17 16:13:24.310,cash,40.99,8.69,Pork Chops,Meat Dish
312,2024-04,2024-04-17,2024-04-17 17:01:35.149,card,40.29,5.52,Pork Chops,Meat Dish
313,2024-04,2024-04-17,2024-04-17 17:02:40.687,card,39.42,1.55,Pork Chops,Meat Dish
314,2024-04,2024-04-17,2024-04-17 18:14:03.229,card,29.53,4.79,Beef Stir-Fry,Meat Dish
315,2024-04,2024-04-18,2024-04-18 11:19:01.693,card,29.6,1.72,Grilled Salmon,Fish Dish
316,2024-04,2024-04-18,2024-04-18 11:20:05.696,card,30.51,4.62,Grilled Salmon,Fish Dish
317,2024-04,2024-04-18,2024-04-18 13:49:12.720,card,35.11,0.26,Roast Chicken,Meat Dish
318,2024-04,2024-04-18,2024-04-18 13:50:17.285,card,30.37,3.9,Beef Stir-Fry,Meat Dish
319,2024-04,2024-04-18,2024-04-18 14:34:19.818,card,41.54,0.93,Pork Chops,Meat Dish
320,2024-04,2024-04-18,2024-04-18 14:35:49.354,card,40.3,3.0,Grilled Steak,Meat Dish
321,2024-04,2024-04-18,2024-04-18 17:44:15.791,card,40.7,4.17,Grilled Steak,Meat Dish
322,2024-04,2024-04-18,2024-04-18 18:21:05.945,card,38.99,4.96,Pork Chops,Meat Dish
323,2024-04,2024-04-18,2024-04-18 19:39:51.193,card,39.64,1.13,Vegetable Lasagna,Vegetarian Dish
324,2024-04,2024-04-18,2024-04-18 19:40:48.954,card,41.39,7.59,Vegetable Lasagna,Vegetarian Dish
325,2024-04,2024-04-19,2024-04-19 10:10:36.254,card,41.2,4.1,Grilled Steak,Meat Dish
326,2024-04,2024-04-19,2024-04-19 13:11:47.848,card,34.35,5.21,Roast Chicken,Meat Dish
327,2024-04,2024-04-19,2024-04-19 13:13:20.876,card,39.57,3.44,Pork Chops,Meat Dish
328,2024-04,2024-04-19,2024-04-19 13:58:54.064,card,39.02,0.1,Vegetable Lasagna,Vegetarian Dish
329,2024-04,2024-04-19,2024-04-19 13:59:49.690,card,40.33,5.53,Pork Chops,Meat Dish
330,2024-04,2024-04-19,2024-04-19 18:23:19.311,card,39.84,4.07,Quinoa Salad,Vegetarian Dish
331,2024-04,2024-04-19,2024-04-19 18:25:33.440,card,34.51,1.69,Roast Chicken,Meat Dish
332,2024-04,2024-04-20,2024-04-20 11:24:42.681,cash,37.63,5.3,Roast Chicken,Meat Dish
333,2024-04,2024-04-20,2024-04-20 12:08:35.701,card,34.0,3.09,Roast Chicken,Meat Dish
334,2024-04,2024-04-20,2024-04-20 12:09:42.664,card,36.64,3.82,Roast Chicken,Meat Dish
335,2024-04,2024-04-20,2024-04-20 13:08:37.378,card,29.14,1.47,Grilled Salmon,Fish Dish
336,2024-04,2024-04-20,2024-04-20 13:09:47.905,card,35.04,2.96,Roast Chicken,Meat Dish
337,2024-04,2024-04-20,2024-04-20 13:10:55.151,card,41.82,5.85,Vegetable Lasagna,Vegetarian Dish
338,2024-04,2024-04-20,2024-04-20 14:44:18.118,card,40.04,5.91,Pork Chops,Meat Dish
339,2024-04,2024-04-20,2024-04-20 15:11:00.330,card,35.0,2.67,Roast Chicken,Meat Dish
340,2024-04,2024-04-20,2024-04-20 15:22:40.717,card,35.69,1.25,Roast Chicken,Meat Dish
341,2024-04,2024-04-20,2024-04-20 15:49:25.148,card,33.93,1.73,Roast Chicken,Meat Dish
342,2024-04,2024-04-20,2024-04-20 17:07:57.969,cash,39.25,3.97,Quinoa Salad,Vegetarian Dish
343,2024-04,2024-04-20,2024-04-20 18:27:41.496,card,38.44,2.83,Pork Chops,Meat Dish
344,2024-04,2024-04-20,2024-04-20 18:28:46.900,card,37.88,5.86,Pork Chops,Meat Dish
345,2024-04,2024-04-20,2024-04-20 19:30:55.317,card,37.97,3.96,Grilled Steak,Meat Dish
346,2024-04,2024-04-21,2024-04-21 11:16:45.707,card,39.23,1.96,Grilled Steak,Meat Dish
347,2024-04,2024-04-21,2024-04-21 14:15:37.541,card,30.01,0.75,Grilled Salmon,Fish Dish
348,2024-04,2024-04-21,2024-04-21 17:09:03.199,cash,39.39,6.14,Pork Chops,Meat Dish
349,2024-04,2024-04-22,2024-04-22 11:09:16.412,card,29.76,3.98,Grilled Salmon,Fish Dish
350,2024-04,2024-04-22,2024-04-22 11:29:27.099,card,33.03,1.12,Roast Chicken,Meat Dish
351,2024-04,2024-04-22,2024-04-22 18:40:33.024,cash,40.84,0.88,Grilled Steak,Meat Dish
352,2024-04,2024-04-22,2024-04-22 19:39:04.759,card,38.34,3.69,Grilled Steak,Meat Dish
353,2024-04,2024-04-22,2024-04-22 20:02:29.165,cash,39.65,4.55,Pork Chops,Meat Dish
354,2024-04,2024-04-23,2024-04-23 14:22:35.995,card,38.56,3.35,Pork Chops,Meat Dish
355,2024-04,2024-04-23,2024-04-23 14:23:53.144,card,33.28,1.45,Roast Chicken,Meat Dish
356,2024-04,2024-04-23,2024-04-23 14:24:57.515,card,38.04,4.22,Pork Chops,Meat Dish
357,2024-04,2024-04-23,2024-04-23 19:42:27.765,card,33.45,2.93,Roast Chicken,Meat Dish
358,2024-04,2024-04-23,2024-04-23 19:43:26.234,card,33.97,3.55,Roast Chicken,Meat Dish
359,2024-04,2024-04-24,2024-04-24 10:19:38.346,card,40.44,1.28,Grilled Steak,Meat Dish
360,2024-04,2024-04-24,2024-04-24 10:21:27.287,card,33.22,4.05,Roast Chicken,Meat Dish
361,2024-04,2024-04-24,2024-04-24 11:23:46.102,card,34.77,3.41,Roast Chicken,Meat Dish
362,2024-04,2024-04-24,2024-04-24 11:33:26.347,card,36.02,5.29,Roast Chicken,Meat Dish
363,2024-04,2024-04-24,2024-04-24 12:39:09.298,card,33.37,3.57,Roast Chicken,Meat Dish
364,2024-04,2024-04-24,2024-04-24 16:39:07.423,card,35.86,5.04,Roast Chicken,Meat Dish
365,2024-04,2024-04-24,2024-04-24 19:39:49.983,card,33.54,2.2,Roast Chicken,Meat Dish
366,2024-04,2024-04-24,2024-04-24 19:40:54.031,card,38.66,6.34,Pork Chops,Meat Dish
367,2024-04,2024-04-25,2024-04-25 10:46:08.057,card,31.57,2.07,Grilled Salmon,Fish Dish
368,2024-04,2024-04-25,2024-04-25 15:18:26.971,card,38.7,4.21,Grilled Steak,Meat Dish
369,2024-04,2024-04-25,2024-04-25 17:09:43.534,card,29.59,2.89,Grilled Salmon,Fish Dish
370,2024-04,2024-04-25,2024-04-25 17:10:49.153,card,30.64,2.35,Grilled Salmon,Fish Dish
371,2024-04,2024-04-26,2024-04-26 10:12:50.618,card,40.05,2.59,Grilled Steak,Meat Dish
372,2024-04,2024-04-26,2024-04-26 12:01:30.580,card,39.21,1.84,Grilled Steak,Meat Dish
373,2024-04,2024-04-26,2024-04-26 13:31:28.297,card,39.69,0.66,Pork Chops,Meat Dish
374,2024-04,2024-04-26,2024-04-26 15:32:35.390,card,28.1,4.37,Grilled Salmon,Fish Dish
375,2024-04,2024-04-26,2024-04-26 15:33:33.132,card,29.74,0.7,Grilled Salmon,Fish Dish
376,2024-04,2024-04-26,2024-04-26 16:23:26.514,card,30.18,0.95,Beef Stir-Fry,Meat Dish
377,2024-04,2024-04-26,2024-04-26 16:24:33.800,card,31.06,3.76,Grilled Salmon,Fish Dish
378,2024-04,2024-04-26,2024-04-26 19:32:07.112,card,39.32,6.83,Vegetable Lasagna,Vegetarian Dish
379,2024-04,2024-04-26,2024-04-26 19:33:30.220,card,38.98,1.42,Quinoa Salad,Vegetarian Dish
380,2024-04,2024-04-27,2024-04-27 15:27:00.680,card,39.48,0.82,Pork Chops,Meat Dish
381,2024-04,2024-04-28,2024-04-28 10:32:52.479,card,38.09,5.01,Grilled Steak,Meat Dish
382,2024-04,2024-04-28,2024-04-28 12:30:09.749,card,38.75,4.45,Pork Chops,Meat Dish
383,2024-04,2024-04-28,2024-04-28 18:27:08.230,card,30.82,2.11,Grilled Salmon,Fish Dish
384,2024-04,2024-04-28,2024-04-28 18:28:11.411,card,28.01,1.77,Grilled Salmon,Fish Dish
385,2024-04,2024-04-28,2024-04-28 18:29:02.374,card,39.3,5.03,Grilled Steak,Meat Dish
386,2024-04,2024-04-29,2024-04-29 11:26:31.871,card,29.17,3.1,Beef Stir-Fry,Meat Dish
387,2024-04,2024-04-29,2024-04-29 13:27:56.949,card,28.99,4.17,Grilled Salmon,Fish Dish
388,2024-04,2024-04-29,2024-04-29 13:28:53.899,card,30.62,1.04,Beef Stir-Fry,Meat Dish
389,2024-04,2024-04-29,2024-04-29 13:53:35.730,card,28.81,3.41,Beef Stir-Fry,Meat Dish
390,2024-04,2024-04-29,2024-04-29 13:54:24.357,card,32.93,2.61,Roast Chicken,Meat Dish
391,2024-04,2024-04-29,2024-04-29 18:37:48.406,card,40.25,6.84,Pork Chops,Meat Dish
392,2024-04,2024-04-29,2024-04-29 19:12:33.194,card,38.1,6.37,Pork Chops,Meat Dish
393,2024-04,2024-04-29,2024-04-29 19:13:37.878,card,38.86,1.78,Pork Chops,Meat Dish
394,2024-04,2024-04-30,2024-04-30 10:16:41.493,card,38.12,2.23,Grilled Steak,Meat Dish
395,2024-04,2024-04-30,2024-04-30 10:34:52.250,card,33.46,6.34,Roast Chicken,Meat Dish
396,2024-04,2024-04-30,2024-04-30 10:35:47.617,card,34.71,0.6,Roast Chicken,Meat Dish
397,2024-04,2024-04-30,2024-04-30 13:41:52.325,card,30.91,2.6,Grilled Salmon,Fish Dish
398,2024-04,2024-04-30,2024-04-30 13:42:59.977,card,35.34,3.99,Roast Chicken,Meat Dish
399,2024-04,2024-04-30,2024-04-30 19:19:18.139,card,39.88,4.84,Pork Chops,Meat Dish
400,2024-04,2024-04-30,2024-04-30 19:30:04.003,card,34.51,1.6,Roast Chicken,Meat Dish
401,2024-04,2024-04-30,2024-04-30 19:31:20.952,card,39.76,0.58,Grilled Steak,Meat Dish
402,2024-05,2024-05-02,2024-05-02 10:33:55.746,card,29.23,1.39,Grilled Salmon,Fish Dish
403,2024-05,2024-05-02,2024-05-02 11:29:57.080,cash,39.51,4.73,Grilled Steak,Meat Dish
404,2024-05,2024-05-02,2024-05-02 13:49:39.898,card,33.23,3.55,Roast Chicken,Meat Dish
405,2024-05,2024-05-02,2024-05-02 18:36:22.138,card,38.74,8.4,Pork Chops,Meat Dish
406,2024-05,2024-05-02,2024-05-02 18:41:11.220,card,33.05,2.33,Roast Chicken,Meat Dish
407,2024-05,2024-05-02,2024-05-02 19:18:33.084,card,39.11,4.07,Grilled Steak,Meat Dish
408,2024-05,2024-05-02,2024-05-02 19:19:56.359,card,39.59,5.89,Pork Chops,Meat Dish
409,2024-05,2024-05-03,2024-05-03 10:11:53.399,cash,40.23,4.61,Grilled Steak,Meat Dish
410,2024-05,2024-05-03,2024-05-03 14:30:00.923,card,40.46,0.66,Grilled Steak,Meat Dish
411,2024-05,2024-05-03,2024-05-03 17:03:24.905,card,38.39,0.41,Grilled Steak,Meat Dish
412,2024-05,2024-05-06,2024-05-06 10:05:17.920,card,29.42,1.02,Grilled Salmon,Fish Dish
413,2024-05,2024-05-06,2024-05-06 10:06:51.625,card,39.32,3.1,Pork Chops,Meat Dish
414,2024-05,2024-05-06,2024-05-06 10:08:05.863,card,34.46,0.29,Roast Chicken,Meat Dish
415,2024-05,2024-05-06,2024-05-06 10:09:07.977,card,31.53,1.59,Grilled Salmon,Fish Dish
416,2024-05,2024-05-06,2024-05-06 10:39:12.641,card,29.89,0.51,Beef Stir-Fry,Meat Dish
417,2024-05,2024-05-06,2024-05-06 11:34:20.640,cash,29.56,3.87,Grilled Salmon,Fish Dish
418,2024-05,2024-05-06,2024-05-06 13:18:10.990,card,29.8,2.42,Beef Stir-Fry,Meat Dish
419,2024-05,2024-05-06,2024-05-06 13:19:00.811,card,27.99,2.63,Grilled Salmon,Fish Dish
420,2024-05,2024-05-06,2024-05-06 19:18:12.989,card,40.32,1.51,Pork Chops,Meat Dish
421,2024-05,2024-05-06,2024-05-06 19:19:49.548,card,39.73,3.58,Pork Chops,Meat Dish
422,2024-05,2024-05-07,2024-05-07 10:44:55.582,card,38.86,4.31,Quinoa Salad,Vegetarian Dish
423,2024-05,2024-05-07,2024-05-07 11:21:58.493,card,31.05,4.21,Beef Stir-Fry,Meat Dish
424,2024-05,2024-05-07,2024-05-07 13:23:34.943,card,29.6,1.6,Beef Stir-Fry,Meat Dish
425,2024-05,2024-05-07,2024-05-07 16:42:07.900,card,39.02,7.0,Quinoa Salad,Vegetarian Dish
426,2024-05,2024-05-07,2024-05-07 16:55:38.805,card,28.66,2.27,Grilled Salmon,Fish Dish
427,2024-05,2024-05-07,2024-05-07 17:37:46.412,card,38.22,4.57,Pork Chops,Meat Dish
428,2024-05,2024-05-07,2024-05-07 17:38:48.195,card,38.93,7.47,Grilled Steak,Meat Dish
429,2024-05,2024-05-07,2024-05-07 18:35:37.235,cash,35.43,4.56,Roast Chicken,Meat Dish
430,2024-05,2024-05-07,2024-05-07 19:12:12.524,card,37.86,4.3,Pork Chops,Meat Dish
431,2024-05,2024-05-07,2024-05-07 19:13:12.195,card,38.7,5.13,Pork Chops,Meat Dish
432,2024-05,2024-05-08,2024-05-08 10:07:28.863,card,39.04,1.11,Grilled Steak,Meat Dish
433,2024-05,2024-05-09,2024-05-09 12:54:21.812,card,38.33,2.53,Pork Chops,Meat Dish
434,2024-05,2024-05-09,2024-05-09 13:03:58.556,card,29.96,5.76,Grilled Salmon,Fish Dish
435,2024-05,2024-05-09,2024-05-09 13:04:57.647,card,39.54,3.68,Grilled Steak,Meat Dish
436,2024-05,2024-05-09,2024-05-09 13:06:11.261,card,38.6,2.05,Grilled Steak,Meat Dish
437,2024-05,2024-05-09,2024-05-09 13:07:16.409,card,38.99,2.03,Grilled Steak,Meat Dish
438,2024-05,2024-05-09,2024-05-09 16:55:14.601,card,29.92,5.57,Grilled Salmon,Fish Dish
439,2024-05,2024-05-09,2024-05-09 16:56:14.989,card,28.14,2.91,Grilled Salmon,Fish Dish
440,2024-05,2024-05-09,2024-05-09 18:01:29.895,card,28.45,3.04,Grilled Salmon,Fish Dish
441,2024-05,2024-05-09,2024-05-09 18:13:56.226,card,33.79,3.42,Roast Chicken,Meat Dish
442,2024-05,2024-05-10,2024-05-10 10:09:21.972,cash,40.37,1.2,Grilled Steak,Meat Dish
443,2024-05,2024-05-10,2024-05-10 15:46:21.511,card,38.63,5.66,Grilled Steak,Meat Dish
444,2024-05,2024-05-10,2024-05-10 15:47:32.508,card,39.55,3.37,Grilled Steak,Meat Dish
445,2024-05,2024-05-10,2024-05-10 16:20:15.084,cash,35.48,4.56,Roast Chicken,Meat Dish
446,2024-05,2024-05-11,2024-05-11 11:39:52.878,card,38.34,4.53,Grilled Steak,Meat Dish
447,2024-05,2024-05-11,2024-05-11 17:02:43.648,cash,40.05,0.62,Grilled Steak,Meat Dish
448,2024-05,2024-05-11,2024-05-11 17:20:30.398,card,33.46,5.78,Roast Chicken,Meat Dish
449,2024-05,2024-05-11,2024-05-11 17:21:56.117,card,38.18,5.83,Quinoa Salad,Vegetarian Dish
450,2024-05,2024-05-11,2024-05-11 17:23:57.301,card,38.11,4.27,Pork Chops,Meat Dish
451,2024-05,2024-05-11,2024-05-11 17:28:54.132,card,33.66,4.73,Roast Chicken,Meat Dish
452,2024-05,2024-05-11,2024-05-11 18:35:40.257,card,40.8,3.85,Pork Chops,Meat Dish
453,2024-05,2024-05-11,2024-05-11 19:38:16.096,card,39.89,2.15,Grilled Steak,Meat Dish
454,2024-05,2024-05-12,2024-05-12 10:20:42.512,card,40.37,2.96,Grilled Steak,Meat Dish
455,2024-05,2024-05-12,2024-05-12 13:24:03.465,card,41.3,5.03,Grilled Steak,Meat Dish
456,2024-05,2024-05-12,2024-05-12 13:27:39.043,card,29.32,2.01,Grilled Salmon,Fish Dish
457,2024-05,2024-05-12,2024-05-12 15:16:19.815,card,38.25,8.34,Grilled Steak,Meat Dish
458,2024-05,2024-05-12,2024-05-12 15:38:02.422,card,36.5,3.79,Roast Chicken,Meat Dish
459,2024-05,2024-05-12,2024-05-12 15:52:14.871,card,33.19,4.04,Roast Chicken,Meat Dish
460,2024-05,2024-05-12,2024-05-12 16:04:21.133,card,33.29,0.02,Roast Chicken,Meat Dish
461,2024-05,2024-05-12,2024-05-12 19:41:30.569,card,33.21,2.31,Roast Chicken,Meat Dish
462,2024-05,2024-05-13,2024-05-13 11:03:53.348,card,34.42,2.91,Roast Chicken,Meat Dish
463,2024-05,2024-05-13,2024-05-13 15:31:10.763,cash,31.46,3.43,Grilled Salmon,Fish Dish
464,2024-05,2024-05-13,2024-05-13 15:31:50.907,cash,29.74,1.99,Grilled Salmon,Fish Dish
465,2024-05,2024-05-14,2024-05-14 08:38:14.581,card,28.27,1.0,Grilled Salmon,Fish Dish
466,2024-05,2024-05-14,2024-05-14 08:39:25.455,card,29.25,3.28,Grilled Salmon,Fish Dish
467,2024-05,2024-05-14,2024-05-14 08:40:17.484,card,28.95,6.76,Grilled Salmon,Fish Dish
468,2024-05,2024-05-14,2024-05-14 10:19:23.174,card,38.84,5.5,Pork Chops,Meat Dish
469,2024-05,2024-05-14,2024-05-14 11:32:29.372,card,38.33,6.22,Grilled Steak,Meat Dish
470,2024-05,2024-05-14,2024-05-14 11:34:12.851,card,41.99,3.39,Pork Chops,Meat Dish
471,2024-05,2024-05-14,2024-05-14 14:04:54.580,card,38.18,4.12,Pork Chops,Meat Dish
472,2024-05,2024-05-14,2024-05-14 14:06:00.378,card,33.6,3.41,Roast Chicken,Meat Dish
473,2024-05,2024-05-14,2024-05-14 15:01:54.785,card,29.63,5.71,Grilled Salmon,Fish Dish
474,2024-05,2024-05-14,2024-05-14 16:57:57.224,card,35.13,1.82,Roast Chicken,Meat Dish
475,2024-05,2024-05-14,2024-05-14 16:59:10.194,card,40.0,6.65,Pork Chops,Meat Dish
476,2024-05,2024-05-14,2024-05-14 22:51:25.227,card,39.66,5.18,Vegetable Lasagna,Vegetarian Dish
477,2024-05,2024-05-15,2024-05-15 08:40:05.661,card,39.07,5.26,Grilled Steak,Meat Dish
478,2024-05,2024-05-15,2024-05-15 11:14:19.353,card,24.47,3.86,Tuna Steak,Fish Dish
479,2024-05,2024-05-15,2024-05-15 11:19:10.049,card,30.87,2.23,Grilled Salmon,Fish Dish
480,2024-05,2024-05-15,2024-05-15 13:34:35.102,card,28.69,2.61,Grilled Salmon,Fish Dish
481,2024-05,2024-05-15,2024-05-15 13:35:29.171,card,29.8,3.43,Grilled Salmon,Fish Dish
482,2024-05,2024-05-15,2024-05-15 13:36:27.339,card,28.24,3.62,Grilled Salmon,Fish Dish
483,2024-05,2024-05-15,2024-05-15 13:55:28.999,card,33.0,3.25,Roast Chicken,Meat Dish
484,2024-05,2024-05-15,2024-05-15 14:38:10.847,cash,29.36,1.49,Grilled Salmon,Fish Dish
485,2024-05,2024-05-15,2024-05-15 14:38:52.347,card,30.05,3.03,Beef Stir-Fry,Meat Dish
486,2024-05,2024-05-15,2024-05-15 14:39:44.367,card,28.89,3.81,Beef Stir-Fry,Meat Dish
487,2024-05,2024-05-15,2024-05-15 17:28:58.620,card,23.63,3.43,Tuna Steak,Fish Dish
488,2024-05,2024-05-15,2024-05-15 20:20:34.769,card,39.35,4.49,Pork Chops,Meat Dish
489,2024-05,2024-05-16,2024-05-16 10:38:42.458,card,33.51,1.94,Roast Chicken,Meat Dish
490,2024-05,2024-05-16,2024-05-16 10:39:49.431,card,33.37,2.22,Roast Chicken,Meat Dish
491,2024-05,2024-05-16,2024-05-16 11:42:50.285,cash,40.92,7.23,Grilled Steak,Meat Dish
492,2024-05,2024-05-16,2024-05-16 11:44:20.811,cash,40.1,2.64,Pork Chops,Meat Dish
493,2024-05,2024-05-16,2024-05-16 12:14:00.097,card,34.86,2.23,Roast Chicken,Meat Dish
494,2024-05,2024-05-16,2024-05-16 15:15:16.315,card,38.66,4.98,Vegetable Lasagna,Vegetarian Dish
495,2024-05,2024-05-16,2024-05-16 17:44:31.548,card,38.91,5.06,Grilled Steak,Meat Dish
496,2024-05,2024-05-16,2024-05-16 18:12:56.934,card,39.78,6.57,Vegetable Lasagna,Vegetarian Dish
497,2024-05,2024-05-16,2024-05-16 18:13:58.191,card,39.14,0.29,Grilled Steak,Meat Dish
498,2024-05,2024-05-17,2024-05-17 09:00:48.456,card,29.48,2.86,Grilled Salmon,Fish Dish
499,2024-05,2024-05-17,2024-05-17 11:30:27.553,card,32.93,2.85,Roast Chicken,Meat Dish
500,2024-05,2024-05-17,2024-05-17 14:58:03.060,cash,34.14,4.39,Roast Chicken,Meat Dish
501,2024-05,2024-05-17,2024-05-17 19:55:18.534,card,34.24,1.61,Roast Chicken,Meat Dish
502,2024-05,2024-05-17,2024-05-17 19:56:46.751,card,38.0,2.52,Pork Chops,Meat Dish
503,2024-05,2024-05-17,2024-05-17 20:37:52.930,card,38.85,2.12,Pork Chops,Meat Dish
504,2024-05,2024-05-17,2024-05-17 22:34:50.797,card,28.73,0.35,Grilled Salmon,Fish Dish
505,2024-05,2024-05-17,2024-05-17 22:36:33.357,card,37.93,4.57,Grilled Steak,Meat Dish
506,2024-05,2024-05-17,2024-05-17 22:37:42.821,card,38.31,6.44,Grilled Steak,Meat Dish
